"id","submitdate","lastpage","startlanguage","startdate","datestamp","Consent","Gender","Age","Degree","Role.R1.","Role.R2.","Role.R3.","Role.R4.","Role.R5.","Role.R6.","Role.R7.","Role.R8.","Role.R9.","Role.R10.","Role.other.","Bias.B1.","Bias.B2.","Bias.B3.","Bias.B4.","Bias.B5.","Bias.B6.","Bias.B7.","Bias.B8.","Bias.B9.","Bias.B10.","Bias.other.","IT","Work","Training","Notation.None.","Notation.BPMN.","Notation.EPC.","Notation.UMLAD.","Notation.UML.","Notation.CMMN.","Notation.other.","SetId","Tutorial","Experience","Model1Q1a","Model1Q2a","Model1Q3a","Model1Q4a","Model1Q5a.SQ001.","Model1Q5a.SQ002.","Model1Q5a.SQ003.","Model1Q5a.SQ004.","Model1Q5a.SQ005.","Model1Q5a.SQ006.","Perceived1a.ans.","Model2Q1a","Model2Q2a","Model2Q3a","Model2Q4a","Model2Q5a.SQ001.","Model2Q5a.SQ002.","Model2Q5a.SQ003.","Model2Q5a.SQ004.","Model2Q5a.SQ005.","Model2Q5a.SQ006.","Perceived2a.ans.","Model3Q1a","Model3Q2a","Model3Q3a","Model3Q4a","Model3Q5a.SQ001.","Model3Q5a.SQ002.","Model3Q5a.SQ003.","Model3Q5a.SQ004.","Model3Q5a.SQ005.","Model3Q5a.SQ006.","Perceived3a.ans.","Model4Q1a","Model4Q2a","Model4Q3a","Model4Q4a","Model4Q5a.SQ001.","Model4Q5a.SQ002.","Model4Q5a.SQ003.","Model4Q5a.SQ004.","Model4Q5a.SQ005.","Model4Q5a.SQ006.","Perceived4a.ans.","Model5Q1a","Model5Q2a","Model5Q3a","Model5Q4a","Model5Q5a.SQ001.","Model5Q5a.SQ002.","Model5Q5a.SQ003.","Model5Q5a.SQ004.","Model5Q5a.SQ005.","Model5Q5a.SQ006.","Perceived5a.ans.","Model6Q1a","Model6Q2a","Model6Q3a","Model6Q4a","Model6Q5a.SQ001.","Model6Q5a.SQ002.","Model6Q5a.SQ003.","Model6Q5a.SQ004.","Model6Q5a.SQ005.","Model6Q5a.SQ006.","Perceived6a.ans.","Model1Q1b","Model1Q2b","Model1Q3b","Model1Q4b","Model1Q5b.SQ001.","Model1Q5b.SQ002.","Model1Q5b.SQ003.","Model1Q5b.SQ004.","Model1Q5b.SQ005.","Model1Q5b.SQ006.","Perceived1b.ans.","Model2Q1b","Model2Q2b","Model2Q3b","Model2Q4b","Model2Q5b.SQ001.","Model2Q5b.SQ002.","Model2Q5b.SQ003.","Model2Q5b.SQ004.","Model2Q5b.SQ005.","Model2Q5b.SQ006.","Perceived2b.ans.","Model3Q1b","Model3Q2b","Model3Q3b","Model3Q4b","Model3Q5b.SQ001.","Model3Q5b.SQ002.","Model3Q5b.SQ003.","Model3Q5b.SQ004.","Model3Q5b.SQ005.","Model3Q5b.SQ006.","Perceived3b.ans.","Model4Q1b","Model4Q2b","Model4Q3b","Model4Q4b","Model4Q5b.SQ001.","Model4Q5b.SQ002.","Model4Q5b.SQ003.","Model4Q5b.SQ004.","Model4Q5b.SQ005.","Model4Q5b.SQ006.","Perceived4b.ans.","Model5Q1b","Model5Q2b","Model5Q3b","Model5Q4b","Model5Q5b.SQ001.","Model5Q5b.SQ002.","Model5Q5b.SQ003.","Model5Q5b.SQ004.","Model5Q5b.SQ005.","Model5Q5b.SQ006.","Perceived5b.ans.","Compare1vs2.ans.","Compare1vs3.ans.","Compare1vs4.ans.","Compare1vs5.ans.","Compare1vs6.ans.","Compare2vs1.ans.","Compare2vs3.ans.","Compare2vs4.ans.","Compare2vs5.ans.","Compare2vs6.ans.","Compare3vs1.ans.","Compare3vs2.ans.","Compare3vs4.ans.","Compare3vs5.ans.","Compare3vs6.ans.","Compare4vs1.ans.","Compare4vs2.ans.","Compare4vs3.ans.","Compare4vs5.ans.","Compare4vs6.ans.","Compare5vs1.ans.","Compare5vs2.ans.","Compare5vs3.ans.","Compare5vs4.ans.","Compare5vs6.ans.","Compare6vs1.ans.","Compare6vs2.ans.","Compare6vs3.ans.","Compare6vs4.ans.","Compare6vs5.ans.","Weights.CasePlan.","Weights.Stage.","Weights.DStage.","Weights.PlanFrag.","Weights.CFileItem.","Weights.Task.","Weights.DTask.","Weights.NBHTask.","Weights.ProcTask.","Weights.CaseTask.","Weights.CaseTasknim.","Weights.BHTask.","Weights.Event.","Weights.UserEvent.","Weights.TimerEvent.","Weights.Milestone.","Weights.Connector.","Weights.HumanIcon.","Weights.CPlanningT.","Weights.EPlanningT.","Weights.AComplete.","Weights.Collapsed.","Weights.Expanded.","Weights.ManualA.","Weights.Repetition.","Weights.Required.","Weights.EntryCritWC.","Weights.EntryCrit.","Weights.ExitCritWC.","Weights.ExitCrit.","Weights.EntryCritAND.","Weights.EntryCritOR.","Weights.ExitCritAND.","Weights.ExitCritOR.","Charity","Charity.other.","EarlyAccess","Final","interviewtime","groupTime1","ConsentTime","groupTime2","GenderTime","AgeTime","DegreeTime","RoleTime","BiasTime","ITTime","WorkTime","TrainingTime","NotationTime","SetIdTime","groupTime3","TutorialTime","ExperienceTime","groupTime5","Model1Q1aTime","Model1Q2aTime","Model1Q3aTime","Model1Q4aTime","Model1Q5aTime","Perceived1aTime","groupTime6","Model2Q1aTime","Model2Q2aTime","Model2Q3aTime","Model2Q4aTime","Model2Q5aTime","Perceived2aTime","groupTime7","Model3Q1aTime","Model3Q2aTime","Model3Q3aTime","Model3Q4aTime","Model3Q5aTime","Perceived3aTime","groupTime8","Model4Q1aTime","Model4Q2aTime","Model4Q3aTime","Model4Q4aTime","Model4Q5aTime","Perceived4aTime","groupTime9","Model5Q1aTime","Model5Q2aTime","Model5Q3aTime","Model5Q4aTime","Model5Q5aTime","Perceived5aTime","groupTime10","Model6Q1aTime","Model6Q2aTime","Model6Q3aTime","Model6Q4aTime","Model6Q5aTime","Perceived6aTime","groupTime11","Model1Q1bTime","Model1Q2bTime","Model1Q3bTime","Model1Q4bTime","Model1Q5bTime","Perceived1bTime","groupTime12","Model2Q1bTime","Model2Q2bTime","Model2Q3bTime","Model2Q4bTime","Model2Q5bTime","Perceived2bTime","groupTime13","Model3Q1bTime","Model3Q2bTime","Model3Q3bTime","Model3Q4bTime","Model3Q5bTime","Perceived3bTime","groupTime14","Model4Q1bTime","Model4Q2bTime","Model4Q3bTime","Model4Q4bTime","Model4Q5bTime","Perceived4bTime","groupTime15","Model5Q1bTime","Model5Q2bTime","Model5Q3bTime","Model5Q4bTime","Model5Q5bTime","Perceived5bTime","groupTime16","Compare1vs2Time","groupTime17","Compare1vs3Time","groupTime18","Compare1vs4Time","groupTime19","Compare1vs5Time","groupTime20","Compare1vs6Time","groupTime21","Compare2vs1Time","groupTime22","Compare2vs3Time","groupTime23","Compare2vs4Time","groupTime24","Compare2vs5Time","groupTime25","Compare2vs6Time","groupTime26","Compare3vs1Time","groupTime27","Compare3vs2Time","groupTime28","Compare3vs4Time","groupTime29","Compare3vs5Time","groupTime30","Compare3vs6Time","groupTime31","Compare4vs1Time","groupTime32","Compare4vs2Time","groupTime33","Compare4vs3Time","groupTime34","Compare4vs5Time","groupTime35","Compare4vs6Time","groupTime36","Compare5vs1Time","groupTime37","Compare5vs2Time","groupTime38","Compare5vs3Time","groupTime39","Compare5vs4Time","groupTime40","Compare5vs6Time","groupTime41","Compare6vs1Time","groupTime42","Compare6vs2Time","groupTime43","Compare6vs3Time","groupTime44","Compare6vs4Time","groupTime45","Compare6vs5Time","groupTime4","WeightsTime","groupTime46","CharityTime","EarlyAccessTime","FinalTime"
121,"2016-06-18 04:09:54",46,"en","2016-06-17 22:26:28","2016-06-18 04:09:54","1","M",74,5,,"1",,,,,"1",,,,"Business Systems Consultant",,"1",,"1",,"1",,,,,"CMMN wil transform knowledge management",50,20,0,,"1",,"1",,,,2,"1",,5,"2","1","2",,,"1","1",,,3,,,,,,,,,,,,4,"2","2","2","1",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4754.94,18.66,,607.05,,,,,,,,,,,2952.08,,,371.27,,,,,,,,,,,,,,319.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.01,,360.68,,,
122,"2016-06-18 07:01:01",46,"en","2016-06-17 22:57:24","2016-06-18 07:01:01","1","M",,4,,,,,,,,,,,"IIT specialist",,,"1","1",,"1",,,,,,35,10,20,,,,,,"1","YAWL",3,"1",,5,"1","1","1",,,"1","1",,,5,,,,,,,,,,,,,,,,,,,,,,,16,"1","2","1",,,,,,"1",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3",,,,5282.42,119.98,,369.09,,,,,,,,,,,1819.67,,,1955.41,,,,,,,,,,,,,,,,,,,,,437.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.63,,192.81,,,
123,,2,"en","2016-06-18 09:32:47","2016-06-18 09:35:48","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.54,15.22,,166.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"2016-06-19 22:24:13",46,"en","2016-06-19 20:57:11","2016-06-19 22:24:13","1","M",36,4,,,,,,,,,,,"implementation provider",,"1",,"1",,"1","1",,,,,12,3,4,,"1",,"1","1","1",,5,"1",,5,"1","1","1",,,"1","1",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"2","1","1",,,,,,"1",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,4,,3,,2,1,,,,,,,,2,4,,6,,,4,5,,,5,"A2",,,"nice tutorial, looking forward to the research outcomes. 
best regards",5223.56,172.43,,183.01,,,,,,,,,,,4112,,,267.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.66,,163.2,,,
417,,,"en","2016-07-25 12:55:37","2016-07-25 12:55:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,4,"en","2016-06-21 07:32:07","2016-06-21 07:33:40","1","M",58,5,,,,,,,,"1",,,,,"1",,,,,,,,,,20,5,50,,"1",,,"1","1",,6,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,6.52,,72,,,,,,,,,,,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"2016-06-29 11:28:12",46,"en","2016-06-21 07:43:44","2016-06-29 11:28:12","1","M",48,4,,,,,,,,,,"1",,,,,"1",,,,,,,,25,2,0,,,,,,"1",,7,"1",,,,,,,,,,,,,5,"1","2","1",,"1",,,,"1",,4,"2","2","2","1",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,2,1,,,,,2,,2,,,,,,,1,,1,2,,6,3,,,,3,,2,2,2,"A2",,,"The models presented did not contain all necessary information to unambiguously answer the questions. 

In one case an entry sentry expression that was not visible but may have been present might have changed the outcome of a question, in another case the standard event of an on-part could have had an impact on the outcome.",4069.41,14.28,,195.1,,,,,,,,,,,1880.21,,,,,,,,,,1206.42,,,,,,,313.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.96,,250.56,,,
127,,2,"en","2016-06-21 16:40:45","2016-06-21 16:41:38","1","M",57,5,,,,,,,,"1",,,,,,,,,,,,,"1",,20,5,5,,"1",,"1",,"1",,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.29,13.09,,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,"en","2016-06-22 13:03:51","2016-06-22 13:03:51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"2016-06-23 09:59:29",46,"en","2016-06-23 09:45:39","2016-06-23 09:59:29","1","F",32,4,,"1",,"1",,,"1",,,"1",,,"1",,,"1",,,,,,,3,2,2,,"1",,,,"1",,10,"1",,,,,,,,,,,,,2,"1","1","2",,,"1",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"1","2","1",,,,"1","1",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,2,3,,2,3,4,1,,,,2,,5,,1,,,,,,,,,,,,"A2",,,,834.35,38.19,,79.9,,,,,,,,,,,342.9,,,,,,,,,,186.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66,,41.02,,,
130,,5,"en","2016-06-27 09:33:49","2016-06-27 09:37:08","1","F",35,3,,,,,,,"1",,,,,,,,"1",,,,,,,,12,12,0,,"1","1","1",,,,11,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.83,27.33,,100.95,,,,,,,,,,,47.63,,,,,,,,,,,,,,,,,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,0,"en","2016-06-27 11:59:40","2016-06-27 11:59:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,5,"en","2016-06-27 13:55:21","2016-06-27 13:59:05","1","M",39,3,,,"1",,,,,,,,,,,,,,"1",,,,,,15,8,10,,"1",,,"1","1",,13,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.35,8.92,,127.04,,,,,,,,,,,88.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,"en","2016-06-27 18:41:22","2016-06-27 18:41:22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,2,"en","2016-06-27 20:56:06","2016-06-27 20:58:04","1","F",50,4,,,,,,,,,,"1",,,,,,,,,,,"1",,20,15,1,,,,"1",,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.22,44.12,,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,"en","2016-06-27 21:37:49","2016-06-27 21:37:49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,2,"en","2016-06-27 22:38:45","2016-06-27 22:50:46","1","M",28,4,,,,,,"1",,,,,,,"1",,"1",,,,,,,,4,2,2,,"1",,"1",,"1",,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.99,21.08,,178.67,,,,,,,,,,,524.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,2,"en","2016-06-28 00:11:01","2016-06-28 00:15:30","1",,43,3,,,,,,,,,,,"Developer",,,,,,,,,,"1",,20,0,5,,"1",,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.9,98.8,,171.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"2016-06-28 05:27:16",46,"en","2016-06-28 03:29:29","2016-06-28 05:27:16","1","M",48,4,,"1",,,,"1","1",,,,,,,,,,,,,,"1",,20,20,1,,,,"1","1",,,19,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"1","2","2","1",,"1","1","1",,7,7,"1","2","1",,,,,,"1",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1",,,,1207.3,103.79,,177.13,,,,,,,,,,,11.03,,,,,,,,,,,,,,,,,,,,,,,,559.14,,,,,,,234.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.04,,,,,,,,,,,,,,,,,,,,,,,,51.26,,34.99,,,
139,,,"en","2016-06-28 04:19:34","2016-06-28 04:19:34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,2,"en","2016-06-28 08:53:42","2016-06-28 08:56:37","1","M",45,3,,,,,,,,,,,"QA",,,,,,,,,,"1",,20,10,3,,"1",,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.79,26.68,,149.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
